TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
212,1739,136783,FAITHFUL FRIEND TRANSPORT INC,Transportation Provider,Common Carrier (Ambulatory),203 SOUTH WASHINGTON ST,,MARION,IN,46952,40.559731,-85.65979,"Illness, unspecified                                                                                "
509,890,769274,CINCINNATI CHILDRENS HOSPITAL MED CTR,Hospital,Acute Care,3333 BURNET AVE MLC 9011,,CINCINNATI,OH,45229,39.140937,-84.500394,Muscle weakness (generalized)
194,202,34500,DR B J BARNES LLC,Optometrist,Optometrist,1751  N MAIN ST,,FRANKLIN,IN,46131,39.495449,-86.064608,"Hypermetropia, bilateral                                                                            "
476,634,56298,SUGAR CREEK EYECARE PC,Optometrist,Optometrist,109 E MAIN ST,,CRAWFORDSVILLE,IN,47933,40.041701,-86.901257,"Myopia, bilateral                                                                                   "
70,218,1564,DUPONT FAMILY MEDICINE PC,Physician,Family Practitioner,10020 DUPONT CIRCLE CT STE 120,,FORT WAYNE,IN,46825,41.174866,-85.11252,Essential (primary) hypertension
199,340,5786,COMMUNITY HOWARD PHYSICIAN NETWORK LLC,Physician,General Internist,3509 S REED ROAD,,KOKOMO,IN,46902,40.446753,-86.1218,Type 2 diabetes mellitus with hyperglycemia
73,349,66722,WERNLE CHILDRENS HOME INC,Mental Health Provider,Outpatient Mental Health Clinic,2000 WERNLE RD,,RICHMOND,IN,47374,39.80694,-84.874585,Oppositional defiant disorder
605,1260,111025,PEDIATRIC ASSOCIATES OF MICHIANA,Physician,General Pediatrician,6301 UNIVERSITY COMMONS 320B,,SOUTH BEND,IN,46635,41.71823,-86.19593,Encntr for routine child health exam w/o abnormal findings
241,346,27701,CONNER SMITH EYE CENTER PC,Physician,Ophthalmologist,707 W TIPTON ST,,SEYMOUR,IN,47274,38.955892,-85.894926,"Myopia, bilateral                                                                                   "
30,193,569868,CUMBERLAND POINTE HEALTH CAMPUS,Extended Care Facility,Nursing Facility,1051 CUMBERLAND AVE,,WEST LAFAYETTE,IN,47906,40.460467,-86.914465,"Chronic obstructive pulmonary disease, unspecified                                                  "
27,40,1061,PHYSICIANS BILLING OF MGH,Physician,Physical Medicine and Rehabilitation Practitioner,330 N WABASH STE 430,,MARION,IN,46952,40.564024,-85.665294,Low back pain
64,402,33742,APRIA HEALTHCARE LLC,DME/Medical Supply Dealer,DME/Medical Supply Dealer,3371 CLEVELAND ROAD EXT 315,,SOUTH BEND,IN,46628,41.725015,-86.290755,"Chronic obstructive pulmonary disease, unspecified                                                  "
80,176,6649,HAMILTON MEDICAL CONSULTANTS LLC,Physician,Nephrologist,295 WESTFIELD RD,,NOBLESVILLE,IN,46060,40.047023,-86.021865,Essential (primary) hypertension
23,191,4313,HELLERSTEIN              SHLOMO       M,Physician,Gastroenterologist,1250 E COUNTY LINE RD STE 9,,INDIANAPOLIS,IN,46227,39.635435,-86.136937,Essential (primary) hypertension
57,401,300918,SUNSHINE HOME CARE SERVICES-PSA,Waiver Provider,Aged & Disabled Waiver (A&D),302 E JEFFERSON BLVD,,FORT WAYNE,IN,46802,41.076725,-85.135705,Encounter for other general examination
24,27,1976,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,Family Practitioner,8890 E 116TH ST,STE 300,FISHERS,IN,46038,39.956831,-86.01214,Encntr for routine child health exam w/o abnormal findings
32,871,685808,ANOINTED TOUCH HOME HEALTHCARE AGENCY,Home Health Agency,Home Health Agency,2021 E 52ND ST STE 100 A E,,INDIANAPOLIS,IN,46205,39.82553,-86.13666,Type 2 diabetes mellitus without complications
113,156,44291,IU HEALTH BALL MEMORIAL HOSPITAL,Transportation Provider,Ambulance,2401 W UNIVERSITY AVE,,MUNCIE,IN,47303,40.19762,-85.41357,Encounter for other general examination
850,1394,240739,IU HEALTH PAOLI HOSPITAL,Hospital,Acute Care,642 W. HOSPITAL RD.,,PAOLI,IN,47454,38.567664,-86.476535,"Urinary tract infection, site not specified                                                         "
82,685,3378964,RIPLEY CROSSING,Extended Care Facility,Nursing Facility,1200 WHITLATCH WAY,,MILAN,IN,47031,39.13493,-85.13376,Unspecified dementia without behavioral disturbance
60,469,1318326,KINDRED TRANS CARE AND REHAB KOKOMO,Extended Care Facility,Nursing Facility,429 W LINCOLN RD,,KOKOMO,IN,46902,40.455043,-86.134786,Muscle weakness (generalized)
124,1017,19396,ADVANCING THE DREAM NON EMER MED TRANS,Transportation Provider,Common Carrier (Ambulatory),1205 MEADOW COURT,,MISHAWAKA,IN,46544,41.650946,-86.119599,"Illness, unspecified                                                                                "
96,843,2608751,CROWN POINT CHRISTIAN VILLAGE,Extended Care Facility,Nursing Facility,6685 E 117TH AVE,,CROWN POINT,IN,46307,41.405588,-87.254202,"Alzheimer's disease, unspecified                                                                    "
475,704,8743,IU HEALTH LIFECARE,Clinic,Medical Clinic,1633 N CAPITOL AVE STE 300,,INDIANAPOLIS,IN,46202,39.788673,-86.161416,"Chest pain, unspecified                                                                             "
24,58,1500,SVETLANA BUCCHINO,Physician,General Internist,1910 W ROYALE DRIVE,,MUNCIE,IN,47304,40.216033,-85.408492,"Hypothyroidism, unspecified                                                                         "
59,69,3051,GANNAMANENI GASTROENTEROLOGY,Physician,Gastroenterologist,3930 MEZZANINE DRIVE,,LAFAYETTE,IN,47905,40.40424,-86.83255,Unspecified abdominal pain
293,3554,2797323,BRIDGES OF INDIANA,Waiver Provider,Aged & Disabled Waiver (A&D),2415 DIRECTORS ROW STE N,,INDIANAPOLIS,IN,46241,39.735298,-86.262394,"Illness, unspecified                                                                                "
34,46,4336,ORTHOPAEDICS INDIANAPOLIS PC,Clinic,Medical Clinic,2403 LOY DR STE 204,,LAFAYETTE,IN,47909,40.39241,-86.85862,Low back pain
75,1434,2043645,MARKLE HEALTH & REHABILITATION,Extended Care Facility,Nursing Facility,170 N TRACY ST,,MARKLE,IN,46770,40.82346,-85.32774,Unspecified dementia without behavioral disturbance
53,1328,1535531,WILLOWBEND LIVING CENTER,Extended Care Facility,Nursing Facility,7524 E JACKSON ST,,MUNCIE,IN,47302,40.193294,-85.300768,"Alzheimer's disease, unspecified                                                                    "
107,144,9026,FRANCISCAN PHYSICIAN NETWORK,Physician,Pulmonary Disease Specialist,1040 GREENWOOD SPRINGS BLVD,,GREENWOOD,IN,46143,39.628364,-86.081057,Obstructive sleep apnea (adult) (pediatric)
78,575,14596,HANCOCK COUNTY SENIOR SERVICES INC,Transportation Provider,Common Carrier (Ambulatory),1870 FIELDS BLVD,,GREENFIELD,IN,46140,39.81298,-85.773497,"Illness, unspecified                                                                                "
210,913,19375,DAVITA LABS,Laboratory,Independent Lab,3951 SW 30TH AVE,,FT LAUDERDALE,FL,33312,26.0725,-80.18233,End stage renal disease
44,113,2707,WALGREENS #03148,Pharmacy,Pharmacy,2301 E MARKET ST,,LOGANSPORT,IN,46947,40.75743,-86.33883,"Chronic obstructive pulmonary disease, unspecified                                                  "
133,207,4122,CHRISTOPHER AND ASSOCIATES,Waiver Provider,Waiver-Traumatic Brain Injury (TBI),1725 E TIPTON ST STE 200,,SEYMOUR,IN,47274,38.958115,-85.86087,Mild intellectual disabilities
68,82,6773,QHG OF FORT WAYNE COMPANY LLC,Clinic,Medical Clinic,3717 MAPLECREST RD,,FORT WAYNE,IN,46815,41.111729,-85.060919,"Acute upper respiratory infection, unspecified                                                      "
129,2994,7464802,COMPASS HOME CARE SERVICES,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),8925 N MERIDIAN ST,STE 120,INDIANAPOLIS,IN,46260,39.917687,-86.15756,"Illness, unspecified                                                                                "
55,164,750,COPE BEHAVIORAL CONSULTING PC,Mental Health Provider,Health Service Provider in Psychology (HSPP),5128 EAST STOP 11 ROAD STE 36,,INDIANAPOLIS,IN,46237,39.651179,-86.081948,Paranoid schizophrenia
218,357,20400,IU HLTH SOUTHERN INDIANA PHYSICIANS INC,Physician,General Internist,9 N CRANE AVE,,SPENCER,IN,47460,39.286244,-86.752336,Encntr for routine child health exam w/o abnormal findings
182,281,1103,IU HEALTH LAPORTE HOSPITAL,Clinic,Medical Clinic,1007 LINCOLNWAY,,LAPORTE,IN,46350,41.610089,-86.723411,Low back pain
471,853,74005,UNIVERSITY FAMILY PHYSICIANS INC,Physician,Family Practitioner,1115 RONALD REAGAN PKWY,NULL,AVON,IN,46123,39.778651,-86.34355,Encntr for routine child health exam w/o abnormal findings
36,191,438392,COBBLESTONE CROSSINGS HEALTH CAMPUS,Extended Care Facility,Nursing Facility,1850 HOWARD WAYNE DR,,TERRE HAUTE,IN,47802,39.381459,-87.393673,Muscle weakness (generalized)
102,263,32486,COMMUNITY CARE NETWORK INC,Clinic,Medical Clinic,4321 FIR ST STE 3726,,EAST CHICAGO,IN,46312,41.634344,-87.44842,"Schizoaffective disorder, bipolar type                                                              "
45,55,2458,CARDIOTHORACIC SURGERY OF LOUISVILLE,Physician,Cardiovascular Surgeon,1403 SPRING ST,,JEFFERSONVILLE,IN,47130,38.28468,-85.74866,"Chest pain, unspecified                                                                             "
90,134,11481,INDIANA UNIVERSITY HEALTH BALL MEMORIAL,Physician,Oncologist,2401 W UNIVERSITY AVE,,MUNCIE,IN,47303,40.19762,-85.41357,"Chest pain, unspecified                                                                             "
2846,18280,1163126,FOUR COUNTY COUNSELING CENTER,Hospital,Psychiatric,1015 MICHIGAN AVE,,LOGANSPORT,IN,46947,40.762262,-86.361361,"Attention-deficit hyperactivity disorder, combined type                                             "
25,88,380,AMERICAN ASSOC OF VISITING PHYSICIANS,Physician,Family Practitioner,2834 HIGHWAY AVE,,HIGHLAND,IN,46322,41.555484,-87.462274,Essential (primary) hypertension
23,24,3787,OSSIAN FAMILY EYECARE,Optometrist,Optometrist,111 W MILL STREET,,OSSIAN,IN,46777,40.880758,-85.166848,"Myopia, bilateral                                                                                   "
288,1336,59672,MERIDIAN HEALTH SERVICES CORP,Mental Health Provider,Outpatient Mental Health Clinic,630 E MAIN ST STE 200,,RICHMOND,IN,47374,39.82907,-84.893654,"Major depressv disorder, recurrent, severe w psych symptoms                                         "
49,750,1695562,MILLER'S MERRY MANOR,Extended Care Facility,Nursing Facility,612 E 11TH ST,,RUSHVILLE,IN,46173,39.618743,-85.436414,"Chronic obstructive pulmonary disease, unspecified                                                  "
152,2586,3887580,VALPARAISO CARE & REHAB CENTER,Extended Care Facility,Nursing Facility,606 WALL ST,,VALPARAISO,IN,46383,41.48881,-87.05388,Unspecified dementia without behavioral disturbance
133,407,8464,CURTIS FAMILY PRACTICE,Physician,Family Practitioner,2418 N CURTIS DR STE B,,WINAMAC,IN,46996,41.091276,-86.601707,Essential (primary) hypertension
71,390,4676,FRESENIUS MEDICAL CARE INDIANAPOLIS EAST,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,6701 E 21ST ST,,INDIANAPOLIS,IN,46219,39.79638,-86.05254,End stage renal disease
139,222,12849,IU HEALTH SOUTHERN INDIANA PHYSICIANS,Physician,Family Practitioner,995 S CLARIZZ BLVD,,BLOOMINGTON,IN,47401,39.154291,-86.490841,Type 2 diabetes mellitus without complications
39,797,765357,MOORE HOME HEALTH CARE INC,Home Health Agency,Home Health Agency,101 N GRIFFITH BLVD,,GRIFFITH,IN,46319,41.5228,-87.42887,Other malaise
23,39,4086,GONZALEZ                 JOHN         W,Physician,Psychiatrist,501 E HOSPITAL LN STE 104,,TERRE HAUTE,IN,47802,39.420231,-87.410549,"Major depressive disorder, recurrent, moderate                                                      "
252,369,14955,CENTRAL INDIANA ORTHOPEDICS/MUNCIE,Physician,Orthopedic Surgeon,3600 W BETHEL AVE,,MUNCIE,IN,47304,40.21759,-85.42835,Low back pain
471,651,109298,CITY OF HAMMOND FIRE DEPARTMENT,Transportation Provider,Ambulance,6110 CALUMET AVE,,HAMMOND,IN,46320,41.60239,-87.50893,Encounter for other general examination
119,2059,1074247,COMFORT KEEPERS,Home Health Agency,Home Health Agency,7560 OLD TRAILS RD,,INDIANAPOLIS,IN,46219,39.771793,-86.03416,"Cerebral palsy, unspecified                                                                         "
31,49,886,ONE HEALTH TELL CITY,Clinic,Medical Clinic,27 E HWY 66,,TELL CITY,IN,47586,37.97552,-86.74028,"Anxiety disorder, unspecified                                                                       "
51,108,5912,FAMILY & OCCUPATIONAL MEDICINE OF LYNN,Physician,Family Practitioner,105 E 2ND ST,,RIDGEVILLE,IN,47380,40.289141,-85.02907,"Attention-deficit hyperactivity disorder, combined type                                             "
56,2102,2601244,SAFE JOURNEY LLC,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),2212 RADCLIFFE AVE,,INDIANAPOLIS,IN,46227,39.706172,-86.122827,"Illness, unspecified                                                                                "
40,401,47406,VISITING NURSE ASSC OF PORTER CO-WAIVER,Waiver Provider,Aged & Disabled Waiver (A&D),2401 VALLEY DR,,VALPARAISO,IN,46383,41.4898,-87.05289,"Illness, unspecified                                                                                "
80,142,5746,HARLAN FAMILY HEALTH CENTER,Physician,Family Practitioner,18218 STATE RD 37 E,,HARLAN,IN,46743,41.200138,-84.910823,Encntr for routine child health exam w/o abnormal findings
91,297,20340,MHP PSYCHOLOGY,Mental Health Provider,Health Service Provider in Psychology (HSPP),2325 INTELLIPLEX DR,STE 207,SHELBYVILLE,IN,46176,39.55668,-85.782823,"Attention-deficit hyperactivity disorder, combined type                                             "
85,1952,2721221,WASHINGTON HEALTH CARE CENTER,Extended Care Facility,Nursing Facility,8201 W WASHINGTON ST,,INDIANAPOLIS,IN,46231,39.73775,-86.32226,Unspecified dementia with behavioral disturbance
29,40,2899,COLUMBUS REGIONAL HEALTH PHYSICIANS LLC,Physician,Neurologist,24 SIX PINE RANCH ROAD,,BATESVILLE,IN,47006,39.313512,-85.208365,Obstructive sleep apnea (adult) (pediatric)
2045,2671,208946,SEALS AMBULANCE SERVICE INC,Transportation Provider,Ambulance,700 W BROADWAY,,FORTVILLE,IN,46040,39.92831,-85.85588,Unsp psychosis not due to a substance or known physiol cond
352,837,8355,MARGARET MARY COMMUNITY HOSPITAL,Clinic,Medical Clinic,321 MITCHELL AVE,# 2,BATESVILLE,IN,47006,39.306215,-85.222521,Essential (primary) hypertension
90,435,1187976,KINDRED TRANS CARE & REHAB EAGLE CREEK,Extended Care Facility,Nursing Facility,4102 SHORE DR,,INDIANAPOLIS,IN,46254,39.828038,-86.27987,Muscle weakness (generalized)
64,585,2221195,ENGLEWOOD HEALTH & REHABILITATION CTR,Extended Care Facility,Nursing Facility,2237 ENGLE RD,,FORT WAYNE,IN,46809,41.045787,-85.168898,Encounter for other specified aftercare
24,47,104865,CARE AT HOME HOSPICE SERVICES,Hospice,Hospice,1721 SOUTH MAIN STREET,,GOSHEN,IN,46526,41.565391,-85.828602,Unspecified atrial fibrillation
33,37,30101,CLARK MEMORIAL HOSPITAL-DMP,Clinic,Medical Clinic,1220 MISSOURI AVE,,JEFFERSONVILLE,IN,47130,38.281979,-85.749906,Unspecified abdominal pain
837,1489,87391,FAMILY PRACTICE OF JAY COUNTY,Clinic,Medical Clinic,428 W VOTAW ST STE A,,PORTLAND,IN,47371,40.439389,-84.982891,Encntr for routine child health exam w/o abnormal findings
75,163,4932,PAIN MANAGEMENT GROUP LLC,Clinic,Medical Clinic,1941 VIRGINIA AVE,,CONNERSVILLE,IN,47331,39.65626,-85.13195,Low back pain
28,29,2452,ST VINCENT EVANSVILLE MEDICAL GROUP,Physician,General Pediatrician,3700 WASHINGTON AVE,FL 3,EVANSVILLE,IN,47714,37.9624,-87.504273,Obstructive sleep apnea (adult) (pediatric)
50,386,1135760,BRIDGEPOINTE HEALTH CAMPUS,Extended Care Facility,Nursing Facility,1900 COLLEGE AVE,,VINCENNES,IN,47591,38.67008,-87.51077,Dementia in oth diseases classd elswhr w/o behavrl disturb
34,848,923365,PINEKNOLL REHABILITATION CENTRE,Extended Care Facility,Nursing Facility,160 N MIDDLE SCHOOL RD,,WINCHESTER,IN,47394,40.12058,-85.06353,Essential (primary) hypertension
24,25,17111,ALICK'S HOME MEDICAL,Waiver Provider,Aged & Disabled Waiver (A&D),17187 ST RD 23,,SOUTH BEND,IN,46635,41.712025,-86.201212,"Chronic obstructive pulmonary disease, unspecified                                                  "
84,124,11915,C TUMACDER MD PC,Physician,General Pediatrician,1946 45TH ST,,MUNSTER,IN,46321,41.54853,-87.50308,Encntr for routine child health exam w/o abnormal findings
32,60,7745,ATLANTIC HERRING INPATIENT SERVICES LLC,Physician,Emergency Medicine Practitioner,701 SUPERIOR AVENUE,,MUNSTER,IN,46321,41.53728,-87.51118,"Anemia, unspecified                                                                                 "
100,1246,3122648,BROWNSBURG HEALTH CARE CENTER,Extended Care Facility,Nursing Facility,1010 HORNADAY RD,,BROWNSBURG,IN,46112,39.829919,-86.382288,Essential (primary) hypertension
24,52,3621,PARKVIEW PHYSICIANS GROUP,Clinic,Medical Clinic,3303 TRIER RD,,FORT WAYNE,IN,46815,41.111884,-85.099375,Essential (primary) hypertension
534,832,48857,MAJOR MEDICAL ASSOCIATES,Physician,Family Practitioner,1728 EAST STATE ROAD 44,,SHELBYVILLE,IN,46176,39.520597,-85.749717,Encounter for routine child health exam w abnormal findings
49,394,142436,COMPREHENSIVE RENAL CARE-E CHICAGO,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,4320 FIR ST STE 404,,EAST CHICAGO,IN,46312,41.636114,-87.448476,End stage renal disease
47,59,7039,UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Physician,Allergist,210 E GRAY ST STE 802,,LOUISVILLE,KY,40202,38.246876,-85.75099,Essential (primary) hypertension
741,780,44113,INDIANA PHYSICIAN MANAGEMENT LLC,Physician,Emergency Medicine Practitioner,2001 W 86TH ST,,INDIANAPOLIS,IN,46260,39.911986,-86.195142,"Acute upper respiratory infection, unspecified                                                      "
